Concept Id	CPT Code	Consumer Friendly Descriptor
1020000	33783	Relocation of aorta and repair of wall between two lower heart chambers
1006286	33786	Repair of a group of congenital heart defects with redirection of blood flow
1006287	33788	Reimplantation of abnormal pulmonary (lung) artery to heart
1006289	33800	Suture of aorta to chest bone
1006290	33802	Division of extra arch of aorta
1006291	33803	Division and reconnection of extra arch of aorta
1006293	33813	Repair of defect of wall between aorta and pulmonary (lung) artery
1006294	33814	Repair of defect of wall between two lower heart chambers on heart-lung machine
1006296	33820	Tying off congenital blood flow tract defect
1006297	33822	Repair of congenital heart defect from pulmonary (lung) artery to aorta, patient younger than 18 years
1006298	33824	Repair of congenital heart defect from pulmonary (lung) artery to aorta, patient 18 years and older
1006300	33840	Repair of congenital narrowing of aorta and pulmonary (lung) artery to aorta
1006301	33845	Repair of narrowed aorta with graft
1006302	33851	Repair of narrowed aorta using left chest artery or prosthetic material
1006304	33852	Repair of abnormal aortic arch
1006305	33853	Repair of abnormal aortic arch on heart-lung machine
1006307	33860	Placement of graft to aorta on heart-lung machine
1006309	33863	Placement of graft to aorta on heart-lung machine
1018344	33864	Placement of graft to aorta on heart-lung machine
1034993	33866	Graft to half of aortic artery arch
1006310	33870	Placement of graft to aorta on heart-lung machine
1006311	33875	Placement of graft to first portion of aorta
1006312	33877	Repair of bulging defect (aneurysm) of aorta
1014023	33880	Repair of defect of aorta in chest
1006315	33881	Repair of defect of aorta in chest
1014024	33883	Repair of defect of aorta in chest
1006317	33884	Repair of defect of aorta in chest
1006318	33886	Repair of defect of aorta in chest
1006319	33889	Incision on one side of neck to transfer chest artery to neck artery plus endovascular procedure to repair chest aorta, open procedure
1006320	33891	Bypass graft of neck artery
1006323	33910	Removal of blood clot in pulmonary (lung) artery on heart-lung machine
1006324	33915	Removal of blood clot in pulmonary (lung) artery
1006325	33916	Removal of plaque from pulmonary (lung) artery on heart-lung machine
1006326	33917	Repair of narrowing of pulmonary (lung) artery on heart-lung machine
1006327	33920	Removal of obstructive material from wall between two lower heart chambers
1006328	33922	Incision of lung artery on heart-lung machine
1006329	33924	Disconnection of blood vessel shunt system used to repair a congenital heart defect
1014025	33925	Repair of defect of pulmonary (lung) artery
1006331	33926	Repair of defect of pulmonary (lung) artery on heart-lung machine
1030907	33927	Implantation of artificial heart
1030908	33928	Replacement of artificial heart
1030909	33929	Removal of artificial heart
1006333	33930	Harvest of donor heart and lung
1006334	33933	Preparation of donor heart and lung for transplantation
1006335	33935	Transplantation of donor heart and lung
1006336	33940	Obtaining donor cadaver heart
1006337	33944	Preparation of donor heart for transplantation
1006338	33945	Transplantation of donor heart
1021600	33946	Initiation of external vein to vein blood circulation in heart and lungs using a pump
1021601	33947	Initiation of external vein to artery blood circulation in heart and lungs using a pump
1021602	33948	Daily management of external vein to vein blood circulation in heart and lungs using a pump
1021603	33949	Daily management of external vein to artery blood circulation in heart and lungs using a pump
1021604	33951	Insertion of tube accessed through the skin for external blood circulation in heart and lungs using a pump patient birth through 5 years of age
1021605	33952	Insertion of tube accessed through the skin for external blood circulation in heart and lungs using a pump patient 6 years and older
1021606	33953	Insertion of tube open procedure for external blood circulation in heart and lungs using a pump patient birth through 5 years of age
1021607	33954	Insertion of tube open procedure for external blood circulation in heart and lungs using a pump patient 6 years and older
1021608	33955	Insertion of tube accessed through the chest for external blood circulation in heart and lungs using a pump patient birth through 5 years of age
1021609	33956	Insertion of tube accessed through the chest for external blood circulation in heart and lungs using a pump patient 6 years and older
1021610	33957	Repositioning of tube accessed through the skin for external blood circulation in heart and lungs using a pump patient birth through 5 years of age
1021611	33958	Repositioning of tube accessed through the skin for external blood circulation in heart and lungs using a pump patient 6 years and older
1021612	33959	Repositioning of tube open procedure for external blood circulation in heart and lungs using a pump patient birth through 5 years of age
1021613	33962	Repositioning of tube open procedure for external blood circulation in heart and lungs using a pump patient 6 years and older
1021614	33963	Repositioning of tube accessed through the chest for external blood circulation in heart and lungs using a pump patient birth through 5 years of age
1021615	33964	Repositioning of tube accessed through the chest for external blood circulation in heart and lungs using a pump patient 6 years and older
1021616	33965	Removal of tube accessed through the skin for external blood circulation in heart and lungs using a pump patient birth through 5 years of age
1021617	33966	Removal of tube accessed through the skin for external blood circulation in heart and lungs using a pump patient 6 years and older
1021618	33969	Removal of tube open procedure for external blood circulation in heart and lungs using a pump patient birth through 5 years of age
1021619	33984	Removal of tube open procedure for external blood circulation in heart and lungs using a pump patient 6 years and older
1021620	33985	Removal of tube accessed through the chest for external blood circulation in heart and lungs using a pump patient birth through 5 years of age
1021621	33986	Removal of tube accessed through the chest for external blood circulation in heart and lungs using a pump patient 6 years and older
1021622	33987	Incision of artery for creation of a channel for blood circulation using a pump
1021623	33988	Insertion of left heart vent through chest for blood oxygenation rewarming and return
1021624	33989	Removal of left heart vent through chest for blood oxygenation rewarming and return
1006343	33967	Insertion of assistive heart blood flow device into aorta, accessed through the skin
1006344	33968	Removal of blood flow assist device in aorta, accessed through the skin
1006345	33970	Removal of blood flow assist device in aorta, open procedure
1006346	33971	Removal of blood flow assist device in aorta
1006347	33973	Insertion of heart blood flow assist device
1006348	33974	Removal of blood flow assist device and repair of aorta
1006350	33975	Insertion of lower heart chamber blood flow assist device
1006351	33976	Insertion of blood flow assist device in both lower heart chambers
1006353	33977	Removal of assistive blood flow device from one lower heart chamber
1006354	33978	Removal of assistive blood flow device from both lower heart chambers
1006355	33979	Insertion of lower heart chamber blood flow assist device
1006356	33980	Removal of lower heart chamber assistive blood flow device
1020001	33981	Replacement of lower heart chamber assistive blood flow device
1020002	33982	Replacement of lower heart chamber assistive blood flow devices
1020003	33983	Replacement of lower heart chamber assistive blood flow devices on heart-lung machine
1020975	33990	Insertion of lower heart chamber blood flow assist device through the skin including radiological supervision and interpretation
1020976	33991	Insertion of lower heart chamber blood flow assist device through the skin including radiological supervision and interpretation
1020977	33992	Removal of lower heart chamber blood flow assist device, accessed through the skin
1020978	33993	Repositioning of lower heart chamber blood flow assist device with imaging guidance
1006358	33999	Heart surgery procedure
1006363	34001	Removal of blood clot in artery
1006364	34051	Removal of blood clot in artery
1006365	34101	Removal of blood clot in artery
1006366	34111	Removal of blood clot in artery
1006367	34151	Removal of blood clot in artery
1006368	34201	Removal of blood clot in artery
1006369	34203	Removal of blood clot in artery
1006372	34401	Removal of blood clot in vena cava
1006373	34421	Removal of blood clot in vena cava, pelvic or thigh artery
1006374	34451	Removal of blood clot in vena cava, pelvic or thigh artery
1006375	34471	Removal of blood clot in neck vein
1006376	34490	Removal of blood clot in underarm or upper chest vein
1006378	34501	Repair of upper leg vein valve
1006379	34502	Reconstruction of vena cava
1006380	34510	Relocation of vein valve to another vein
1006381	34520	Removal of vein segment due to nonfunctioning valves
1006382	34530	Connection of two leg veins at back of knee
1030910	34701	Placement of graft for repair of aorta including radiological supervision and interpretation
1030911	34702	Placement of graft for repair of aorta including radiological supervision and interpretation
1030912	34703	Placement of graft for repair of aorta and groin artery including radiological supervision and interpretation
1030913	34704	Placement of graft for repair of aorta and groin artery including radiological supervision and interpretation
1030914	34705	Placement of graft for repair of aorta and groin arteries including radiological supervision and interpretation
1030915	34706	Placement of graft for repair of aorta and groin arteries including radiological supervision and interpretation
1030916	34707	Placement of graft for repair of groin artery including radiological supervision and interpretation
1030917	34708	Placement of graft for repair of groin artery including radiological supervision and interpretation
1030918	34709	Insertion of prosthesis for repair of abdominal or groin artery including radiological supervision and interpretation
1030919	34710	Delayed insertion of prosthesis for repair of abdominal or groin artery
1030920	34711	Delayed insertion of prosthesis for repair of abdominal or groin artery
1030921	34712	Delivery of fixation device to graft via catheter including radiological supervision and interpretation
1030922	34713	Exposure of one groin artery for delivery of graft, accessed through the skin
1030923	34714	Exposure of one groin artery with creation of conduit, open procedure
1030924	34715	Exposure of one underarm or upper chest artery for delivery of prosthesis, open procedure
1030925	34716	Exposure of one underarm or upper chest artery with creation of conduit
1006390	34808	Insertion of device to block groin artery
1006391	34812	Exposure of one thigh artery for insertion of prosthesis, open procedure
1006392	34813	Insertion of prosthetic graft in upper thigh artery
1006393	34820	Exposure of one groin artery for insertion of prosthesis, open procedure
1006397	34830	Repair of bulging (aneurysm) of aorta with prosthesis, open procedure
1006398	34831	Repair of bulging (aneurysm) of aorta or groin arteries with prosthesis, open procedure
1006399	34832	Repair of bulging (aneurysm) of aorta or upper thigh arteries with prosthesis, open procedure
1006400	34833	Exposure of one groin artery with creation of conduit
1006401	34834	Exposure of one arm artery for insertion of prosthesis, open procedure
1021625	34839	Physician planning of a patient-specific graft for repair of aorta requiring a minimum of 90 minutes of physician time
1021275	34841	Placement of graft for repair of aorta with radiological supervision and interpretation, with 1 artery prosthesis
1021276	34842	Placement of graft for repair of aorta with radiological supervision and interpretation, with 2 artery prostheses
1021277	34843	Placement of graft for repair of aorta with radiological supervision and interpretation, with 3 artery prostheses
1021278	34844	Placement of graft for repair of aorta with radiological supervision and interpretation, with 4 or more artery prostheses
1021279	34845	Placement of graft for repair of aorta with radiological supervision and interpretation, with 1 artery prostheses
1021280	34846	Placement of graft for repair of aorta with radiological supervision and interpretation, with 2 artery prostheses
1021281	34847	Placement of graft for repair of aorta with radiological supervision and interpretation, with 3 artery prostheses
1021282	34848	Placement of graft for repair of aorta with radiological supervision and interpretation, with 4 or more artery prostheses
1006406	35001	Repair of diseased or bulging (aneurysm) artery of neck or upper chest
1006407	35002	Repair of diseased or ruptured bulging (aneurysm) artery of neck or upper chest
1006408	35005	Repair of diseased or bulging (aneurysm) artery of head
1006409	35011	Repair of diseased or bulging (aneurysm) artery of arm
1006410	35013	Repair of diseased or ruptured bulging (aneurysm) artery of arm
1006411	35021	Repair of diseased or bulging (aneurysm) artery of upper chest or neck
1006412	35022	Repair of diseased or ruptured bulging (aneurysm) artery of upper chest or neck
1006413	35045	Repair of diseased or bulging (aneurysm) artery of forearm
1006414	35081	Repair of diseased or bulging (aneurysm) artery of abdominal aorta
1006415	35082	Repair of diseased or ruptured bulging (aneurysm) artery of abdominal aorta
1006416	35091	Repair of diseased or bulging (aneurysm) artery of abdominal organ
1006417	35092	Repair of diseased or ruptured bulging (aneurysm) artery of abdominal organ
1006418	35102	Repair of diseased or ruptured bulging (aneurysm) of abdominal aorta
1006419	35103	Repair of diseased or ruptured bulging (aneurysm) of abdominal aorta
1006420	35111	Repair of diseased or bulging (aneurysm) artery of spleen
1006421	35112	Repair of diseased or ruptured bulging (aneurysm) artery of spleen
1006422	35121	Repair of diseased or bulging (aneurysm) artery of abdominal organ
1006423	35122	Repair of diseased or ruptured bulging (aneurysm) artery of abdominal organ
1006424	35131	Repair of diseased or bulging (aneurysm) artery of groin
1006425	35132	Repair of diseased or ruptured bulging (aneurysm) artery of groin
1006426	35141	Repair of diseased or bulging (aneurysm) artery of upper thigh
1006427	35142	Repair of diseased or ruptured bulging (aneurysm) artery of upper thigh
1006428	35151	Repair of diseased or bulging (aneurysm) artery of lower leg
1006429	35152	Repair of diseased or ruptured bulging (aneurysm) artery of lower leg
1006432	35180	Repair of congenital abnormal blood vessel of head and neck
1006433	35182	Repair of congenital abnormal artery-vein connection in chest and abdomen
1006434	35184	Repair of congenital abnormal artery-vein connection in arms or legs
1006436	35188	Repair of abnormal artery and vein connection of head and neck
1006437	35189	Repair of abnormal artery-vein connection in chest and abdomen
1006438	35190	Repair of abnormal artery-vein connection in arms or legs
1006441	35201	Repair of blood vessel of neck
1006442	35206	Repair of blood vessel of arm
1006443	35207	Repair of blood vessel of hand or finger
1006444	35211	Repair of blood vessel of chest on heart-lung machine
1006445	35216	Repair of blood vessel of chest
1006446	35221	Repair of blood vessel of abdomen
1006447	35226	Repair of blood vessel of leg
1006449	35231	Repair of blood vessel of neck with vein graft
1006450	35236	Repair of blood vessel of arm with vein graft
1006451	35241	Repair of blood vessel of chest with vein graft on heart-lung machine
1006452	35246	Repair of blood vessel in chest with vein graft
1006453	35251	Repair of blood vessel of abdomen with vein graft
1006454	35256	Repair of blood vessel of leg with vein graft
1006456	35261	Repair of blood vessel of neck with graft
1006457	35266	Repair of blood vessel of arm with graft
1006458	35271	Repair of blood vessel of chest with graft on heart-lung machine
1006459	35276	Repair of blood vessel of chest with graft
1006460	35281	Repair of blood vessel of abdomen with graft
1006461	35286	Repair of blood vessel of leg with graft
1006464	35301	Removal of blood clot and portion of artery of neck
1014764	35302	Removal of blood clot and portion of artery of upper thigh
1014765	35303	Removal of blood clot and portion of artery of lower leg
1014766	35304	Removal of blood clot and portion of artery of lower leg
1014767	35305	Removal of blood clot and portion of artery of lower leg
1014768	35306	Removal of blood clot and portion of artery of lower leg
1006465	35311	Removal of blood clot and portion of artery of neck
1006466	35321	Removal of blood clot and portion of artery of upper arm
1006467	35331	Removal of blood clot and portion of artery of abdominal aorta
1006468	35341	Removal of blood clot and portion of artery of abdominal organ
1006469	35351	Removal of blood clot and portion of artery of groin
1006470	35355	Removal of blood clot and portion of artery of upper thigh
1006471	35361	Removal of blood clot and portion of artery of abdominal aorta and groin artery
1006472	35363	Removal of blood clot and portion of artery of abdominal aorta and upper thigh artery
1006473	35371	Removal of blood clot and portion of artery of upper thigh artery
1006474	35372	Removal of blood clot and portion of artery of upper thigh artery
1006476	35390	Reoperation of carotid artery removal of blood clot and portion of affected artery more than one month after original procedure
1006478	35400	Examination of blood vessel or graft using an endoscope
1006517	35500	Harvest of upper arm vein segment for leg or heart artery bypass
1006519	35501	Bypass of diseased or blocked artery (neck to brain artery)
1006520	35506	Bypass of diseased or blocked artery (neck to chest artery)
1006522	35508	Bypass of diseased or blocked artery (neck to brain artery)
1006523	35509	Bypass of diseased or blocked artery (neck to opposite neck artery)
1006524	35510	Bypass of diseased or blocked artery (neck to arm artery)
1006525	35511	Bypass of diseased or blocked artery (chest to opposite chest artery)
1006526	35512	Bypass of diseased or blocked artery (chest to arm artery)
1006527	35515	Bypass of diseased or blocked artery (chest to brain artery)
1006528	35516	Bypass of diseased or blocked artery (chest to arm artery)
1006529	35518	Bypass of diseased or blocked artery (arm to opposite arm artery)
1006530	35521	Bypass of diseased or blocked artery (arm to upper leg artery)
1006531	35522	Bypass of diseased or blocked artery (arm to arm artery)
1018346	35523	Bypass of diseased or blocked artery (arm to arm artery)
1006532	35525	Bypass of diseased or blocked artery (arm to opposite arm artery)
1006533	35526	Bypass of diseased or blocked artery (chest to neck artery)
1006534	35531	Bypass of diseased or blocked artery (abdominal to abdominal artery)
1006535	35533	Bypass of diseased or blocked artery (arm to upper leg artery)
1019003	35535	Bypass of diseased or blocked artery (liver to kidney artery)
1006536	35536	Bypass of diseased or blocked artery (spleen to kidney artery)
1014771	35537	Bypass of diseased or blocked artery (aorta to groin artery)
1014772	35538	Bypass of diseased or blocked artery (aorta to groin and opposite groin artery)
1014769	35539	Bypass of diseased or blocked artery (aorta to upper leg artery)
1014770	35540	Bypass of diseased or blocked artery (aorta to upper leg and opposite upper leg artery)
1006542	35556	Bypass of diseased or blocked artery (upper to lower leg artery)
1006543	35558	Bypass of diseased or blocked artery (upper leg to opposite upper leg artery)
1006544	35560	Bypass of diseased or blocked artery (aorta to kidney artery)
1006545	35563	Bypass of diseased or blocked artery (groin to opposite groin artery)
1006546	35565	Bypass of diseased or blocked artery (groin to upper leg artery)
1006547	35566	Bypass of diseased or blocked artery (upper leg to lower leg artery)
1019004	35570	Bypass of diseased or blocked artery (lower leg to opposite lower leg artery)
1006548	35571	Bypass of diseased or blocked artery (lower leg to lower leg artery)
1006549	35572	Harvest of vein segment (upper leg to thigh)
1006552	35583	Bypass of diseased or blocked artery (upper leg to lower thigh artery)
1006553	35585	Bypass of diseased or blocked artery (upper leg to lower leg artery)
1006554	35587	Bypass of diseased or blocked artery (lower thigh to lower leg artery)
1006556	35600	Harvest of an arm artery segment
1006558	35601	Bypass of diseased or blocked artery (neck to brain artery)
1006559	35606	Bypass of diseased or blocked artery (neck to chest artery)
1006560	35612	Bypass of diseased or blocked artery (chest to opposite chest artery)
1006561	35616	Bypass of diseased or blocked artery (chest to arm artery)
1006562	35621	Bypass of diseased or blocked artery (arm to chest artery)
1006563	35623	Bypass of diseased or blocked artery (arm to lower leg artery)
1006564	35626	Bypass of diseased or blocked artery (arm to lower thigh or leg artery)
1006565	35631	Bypass of diseased or blocked artery (aorta to abdominal or kidney artery)
1019005	35632	Bypass of diseased or blocked artery (groin to abdominal artery)
1019006	35633	Bypass of diseased or blocked artery (groin to abdominal artery)
1019007	35634	Bypass of diseased or blocked artery (groin to abdominal artery)
1006566	35636	Bypass of diseased or blocked artery (spleen to kidney artery)
1014773	35637	Bypass of diseased or blocked artery (aorta to groin artery)
1014782	35638	Bypass of diseased or blocked artery (aorta to groin to opposite groin artery)
1006568	35642	Bypass of diseased or blocked artery (neck to brain artery)
1006569	35645	Bypass of diseased or blocked artery (chest to brain artery)
1006570	35646	Bypass of diseased or blocked artery (aorta to upper leg and opposite upper leg artery)
1006571	35647	Bypass of diseased or blocked artery (aorta to upper leg artery)
1006572	35650	Bypass of diseased or blocked artery (arm to opposite arm artery)
1006574	35654	Bypass of diseased or blocked artery (arm to both lower thigh arteries)
1006575	35656	Bypass of diseased or blocked artery (upper leg to lower thigh artery)
1006576	35661	Bypass of diseased or blocked artery (upper leg to opposite upper leg artery)
1006577	35663	Bypass of diseased or blocked artery (groin to opposite groin artery)
1006578	35665	Bypass on diseased or blocked groin to upper leg artery
1006579	35666	Bypass of diseased or blocked artery (upper leg to lower leg arteries)
1006580	35671	Bypass of diseased or blocked artery (upper leg to lower leg arteries)
1006583	35681	Bypass of diseased or blocked artery
1006584	35682	Bypass of diseased or blocked artery
1006585	35683	Bypass of diseased or blocked artery
1006587	35685	Insertion of vein patch at lowest portion of bypass graft
1006588	35686	Creation of a passage between an artery and vein during procedure on leg
1006591	35691	Transfer and/or reimplantation of vertebral (brain) artery to carotid (neck) artery
1006592	35693	Transfer and/or reimplantation of vertebral (brain) artery to subclavian (chest) artery
1006593	35694	Transfer and/or reimplantation of subclavian (chest) artery to carotid (neck) artery
1006594	35695	Transfer and/or reimplantation of carotid (neck) artery to subclavian (chest) artery
1006595	35697	Reimplantation of organ artery to aortic (below kidney) prosthesis
1006597	35700	Reoperation of upper or lower leg artery more than 1 month after original operation
1006599	35701	Exploration of neck artery
1006600	35721	Exploration of upper thigh artery
1006601	35741	Exploration of lower leg artery
1006602	35761	Exploration of blood vessel
1006604	35800	Exploration of neck for postsurgical bleeding, blood clot, or infection
1006605	35820	Exploration of chest for postsurgical bleeding, blood clot, or infection
1006606	35840	Exploration of abdomen for postsurgical bleeding, blood clot, or infection
1006607	35860	Exploration of arm or leg for postsurgical bleeding, blood clot, or infection
1006608	35870	Repair of abnormal drainage tract of blood vessel graft and bowel
1006609	35875	Removal of blood clot of arterial or venous graft
1006610	35876	Removal of blood clot and revision of arterial or venous graft
1006612	35879	Revision of arterial bypass of leg with placement of vein patch, open procedure
1006613	35881	Revision of arterial bypass of leg with placement of relocated vein, open procedure
1014784	35883	Revision of arterial bypass of groin with placement synthetic graft, open procedure
1014785	35884	Revision of arterial bypass of groin with vein patch graft, open procedure
1006615	35901	Removal of infected neck graft
1006616	35903	Removal of infected graft of arm or leg
1006617	35905	Removal of infected chest graft
1006618	35907	Removal of infected abdominal graft
1006620	36000	Insertion of needle or catheter into a vein
1006621	36002	Injection to cause blood clot in a diseased or bulging vessel of arm or leg, accessed through the skin
1006622	36005	Injection for X-ray imaging procedure on veins of arm or leg
1006623	36010	Introduction of catheter into the upper or lower major vein (vena cava)
1006625	36011	Insertion of catheter into vein
1006626	36012	Insertion of catheter into vein
1006627	36013	Insertion of catheter into right heart or main pulmonary (lung) artery
1006628	36014	Insertion of catheter into left or right pulmonary (lung) artery
1006629	36015	Insertion of catheter into an artery of a lobe of the lung
1006632	36100	Insertion of needle or catheter into the carotid (neck) or vertebral (brain) artery
1006635	36140	Insertion of needle or catheter into an artery of arm or leg
1006638	36160	Insertion of needle or catheter into aorta
1006639	36200	Insertion of catheter into aorta
1006641	36215	Insertion of catheter into chest or arm artery
1006642	36216	Insertion of catheter into chest or arm artery
1006643	36217	Insertion of catheter into chest or arm artery
1006644	36218	Insertion of catheter into chest or arm artery
1020979	36221	Insertion of catheter into chest aorta for diagnosis or treatment including radiological supervision and interpretation
1020980	36222	Insertion of catheter into artery on one side of neck for diagnosis or treatment including radiological supervision and interpretation
1020981	36223	Insertion of catheter into artery on one side of neck for diagnosis or treatment including radiological supervision and interpretation
1020982	36224	Insertion of catheter into artery on one side of neck for diagnosis or treatment including radiological supervision and interpretation
1020983	36225	Insertion of catheter into artery on one side of chest for diagnosis or treatment including radiological supervision and interpretation
1020984	36226	Insertion of catheter into chest artery for diagnosis or treatment including radiological supervision and interpretation
1020985	36227	Insertion of catheter into artery on one side of neck for diagnosis or treatment including radiological supervision and interpretation
1020986	36228	Insertion of catheter into artery on one side of neck or chest for diagnosis or treatment including radiological supervision and interpretation
1006646	36245	Insertion of catheter into abdominal pelvic or leg artery
1006647	36246	Insertion of catheter into abdominal pelvic or leg artery
1006648	36247	Insertion of catheter into abdominal pelvic or leg artery
1006649	36248	Insertion of catheter into each additional abdominal, pelvic or leg artery
1020646	36251	Insertion of catheters into main and accessory arteries of one kidney for imaging including radiological supervision and interpretation
1020647	36252	Insertion of catheters into main and accessory arteries of both kidneys for imaging including radiological supervision and interpretation
1020648	36253	Insertion of catheters into main and accessory arteries of one kidney for imaging including radiological supervision and interpretation
1020649	36254	Insertion of catheters into main and accessory arteries of both kidneys for imaging including radiological supervision and interpretation
1006650	36260	Insertion of implantable arterial infusion pump
1006651	36261	Revision of implanted arterial infusion pump
1006652	36262	Removal of implanted arterial infusion pump
1006653	36299	Blood vessel injection procedure
1006656	36400	Insertion of needle into upper leg or neck vein, patient younger than 3 years
1006657	36405	Insertion of needle into scalp vein, patient younger than 3 years
1006658	36406	Insertion of needle into vein, patient younger than 3 years
1006659	36410	Insertion of needle into vein, patient 3 years or older
1006660	36415	Insertion of needle into vein for collection of blood sample
1006661	36416	Puncture of skin for collection of blood sample
1006663	36420	Incision of vein for insertion of needle or catheter, patient younger than 1 year
1006664	36425	Incision of vein for insertion of needle or catheter, patient age 1 or over
1006665	36430	Transfusion of blood or blood products
1006666	36440	Push blood transfusion, patient 2 years or younger
1006668	36450	Exchange blood transfusion, newborn
1006669	36455	Exchange blood transfusion
1029587	36456	Partial exchange transfusion, newborn
1006670	36460	Intrauterine fetal transfusion
1030926	36465	Injection of chemical agent into single incompetent vein of leg using ultrasound guidance
1030927	36466	Injection of chemical agent into multiple incompetent veins of same leg using ultrasound guidance
1006672	36468	Injection of chemical agent into spider veins of arm, leg, or trunk
1006675	36470	Injection of chemical agent into single incompetent vein
1006676	36471	Injection of chemical agent into multiple incompetent veins of one leg
1029588	36473	Mechanochemical destruction of insufficient vein of arm or leg, accessed through the skin using imaging guidance
1029589	36474	Mechanochemical destruction of insufficient vein of arm or leg, accessed through the skin using imaging guidance
1006678	36475	Destruction of insufficient vein of arm or leg, accessed through the skin
1006679	36476	Radiofrequency destruction of insufficient vein of arm or leg, accessed through the skin using imaging guidance
1006681	36478	Laser destruction of incompetent vein of arm or leg using imaging guidance, accessed through the skin
1006682	36479	Laser destruction of insufficient vein of arm or leg, accessed through the skin using imaging guidance
1006683	36481	Insertion of catheter into portal vein of liver, accessed through the skin
1030928	36482	Chemical destruction of incompetent vein of arm or leg, accessed through the skin using imaging guidance
1030929	36483	Chemical destruction of incompetent vein of arm or leg, accessed through the skin using imaging guidance
1006684	36500	Insertion of catheter into vein with collection of blood sample
1006685	36510	Insertion of catheter into vein of navel, newborn
1006687	36511	Mechanical separation of white blood cells from the blood
1006688	36512	Mechanical separation of red blood cells from blood
1006689	36513	Mechanical separation of platelet cells from blood
1006690	36514	Mechanical separation of plasma from opening blood
1006692	36516	Mechanical separation of plasma and abnormal antibodies from blood
1006693	36522	Mechanical separation of white blood cells and platelets from blood
1006699	36555	Insertion of central venous catheter for infusion, patient younger than 5 years
1006700	36556	Insertion of central venous catheter for infusion, patient 5 years or older
1006702	36557	Insertion of central venous catheter for infusion, patient younger than 5 years
1006703	36558	Insertion of central venous catheter for infusion, patient 5 years or older
1006705	36560	Insertion of central venous catheter and implanted device for infusion beneath the skin, patient younger than 5 years
1006706	36561	Insertion of central venous catheter and implanted device for infusion beneath the skin, patient 5 years or older
1006707	36563	Insertion of central venous catheter and implanted device for infusion beneath the skin
1006709	36565	Insertion of central venous catheters for infusion, two catheters in two veins
1006710	36566	Insertion of central venous catheters, two catheters in two veins, and implanted devices for infusion beneath the skin
1006711	36568	Insertion of central venous catheter for infusion, patient younger than 5 years
1006712	36569	Insertion of central venous catheter for infusion, patient 5 years or older
1006714	36570	Insertion of central venous catheter for infusion with port beneath the skin, patient younger than 5 years
1006715	36571	Insertion of central venous catheter for infusion with port beneath the skin, patient 5 years or older
1034994	36572	Insertion of central venous catheter for infusion using imaging guidance, patient younger than 5 years
1034995	36573	Insertion of central venous catheter for infusion using imaging guidance, patient 5 years or older
1006717	36575	Repair of central venous catheter for infusion
1006718	36576	Repair of central venous catheter for infusion
1006720	36578	Catheter replacement of central venous access device
1006722	36580	Replacement of central venous catheter
1006723	36581	Replacement of central venous catheter
1006724	36582	Replacement of central venous catheter
1006725	36583	Replacement of central venous catheter
1006726	36584	Replacement of catheter in peripheral vein accessed through same vein
1006727	36585	Replacement of peripheral venous catheter
1006729	36589	Removal of central venous catheter for infusion
1006730	36590	Removal of peripheral venous catheter for infusion
1018347	36591	Collection of blood specimen from a completely implantable venous access device
1018348	36592	Collection of blood specimen from central or peripheral venous catheter
1018349	36593	Declotting infusion of implanted central venous access device or catheter
1006732	36595	Mechanical removal of obstructive material from central venous catheter
1006733	36596	Mechanical removal of tissue or obstructive material in central venous catheter
1006735	36597	Repositioning of central venous catheter using fluoroscopic guidance
1006736	36598	Contrast injections for X-ray imaging procedure to evaluate central venous access device
1006738	36600	Arterial puncture withdrawal of blood for diagnosis
1006740	36620	Insertion of arterial catheter for blood sampling or infusion, accessed through the skin
1006741	36625	Insertion of arterial catheter for blood sampling or infusion
1006743	36640	Insertion of arterial catheter for blood sampling or infusion
1006744	36660	Insertion of catheter into an artery in navel, newborn
1006746	36680	Insertion of needle for infusion into bone
1006749	36800	Insertion of external tube from vein to vein for dialysis
1006750	36810	Insertion of external tube from artery to vein for dialysis
1006751	36815	Repositioning or removal of external dialysis tube from vein to artery
1006753	36818	Relocation of arm vein with connection to arm artery, open procedure
1006754	36819	Relocation of arm vein with connection to arm artery, open procedure
1006755	36820	Relocation of arm vein with connection to arm artery, open procedure
1006756	36821	Relocation of arm vein with connection to arm artery, open procedure
1006758	36823	Insertion of tubes into arm or leg for blood circulation with chemotherapy
1006760	36825	Connection of donor vein to an artery and vein for dialysis
1006761	36830	Connection of tube graft to vein and artery for dialysis
1006762	36831	Removal of blood clot from dialysis graft, open procedure
1006764	36832	Revision of dialysis graft, open procedure
1006765	36833	Revision of dialysis graft with removal of blood cot, open procedure
1006767	36835	Insertion of synthetic dialysis shunt in artery or vein
1006768	36838	Repair of dialysis access in arm
1006770	36860	Injection for removal of blood clot from external dialysis cannula
1006771	36861	Insertion of balloon catheter for removal of blood clot from external dialysis cannula
1029590	36901	Insertion of needle and/or catheter into dialysis circuit, with imaging including radiological supervision and interpretation
1029591	36902	Insertion of needle and/or catheter into dialysis circuit and balloon dilation of dialysis segment, with imaging including radiological supervision and interpretation
1029592	36903	Insertion of needle and/or catheter into dialysis circuit and insertion of stent in dialysis segment, with imaging including radiological supervision and interpretation
1029593	36904	Excision of blood clot and/or infusion to dissolve blood clot in dialysis circuit and balloon dilation of dialysis segment, , accessed through the skin, with imaging including radiological supervision and interpretation
